ID,source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet,android
313,Twitter for iPhone,7.93E+17,hashtagObamacareFail hashtagHillarycareFail https://t.co/gaXOWVI0Xa,Mon Oct 31 19:08:25 +0000 2016,16015,,27779,FALSE,0
314,Twitter for iPhone,7.93E+17,"Thank you Grand Rapids, Michigan! hashtagICYMI- watch: https://t.co/2mDQCs6coB https://t.co/gN7BYfLD9K",Mon Oct 31 19:00:42 +0000 2016,9429,,23099,FALSE,0
315,Twitter Web Client,7.93E+17,$25 Million+ raised online in just one week! RECORD WEEK. hashtagDrainTheSwamp Today we set a bigger record. Contribute &gt;https://t.co/CZ1QmzCxwO,Mon Oct 31 18:20:00 +0000 2016,9178,,22251,FALSE,0
316,Twitter for iPhone,7.93E+17,"Legendary basketball coach Bobby Knight who has 900+ wins, many championships and a gold medal will be introducing… https://t.co/aHltfG7U4I",Mon Oct 31 16:38:13 +0000 2016,13169,,42983,FALSE,0
317,Twitter for iPhone,7.93E+17,"Hillary's Two Official Favors To Morocco Resulted In $28 Million For Clinton Foundation' hashtagDrainTheSwamp
https://t.co/6qOO7FZSvF",Mon Oct 31 16:00:19 +0000 2016,14570,,23213,FALSE,0
318,Twitter for iPhone,7.93E+17,"Join me tomorrow in Michigan!

Grand Rapids at 12pm:
https://t.co/xFPRNF7pnF

Warren at 3pm:
https://t.co/DREwbH7ZVd https://t.co/iyXwiP0rvd",Mon Oct 31 03:59:48 +0000 2016,7998,,19990,FALSE,0
319,Twitter for iPhone,7.93E+17,"Beautiful rally in Albuquerque, New Mexico this evening - thank you. Get out &amp; VOTE! hashtagDrainTheSwamp
Watch rally:… https://t.co/K2RSgt2Zh5",Mon Oct 31 02:52:08 +0000 2016,12825,,29251,FALSE,0
320,Twitter for Android,7.93E+17,"""atslh: I follow Mr.Trump at all of his rallies by watching them on https://t.co/biseaBESvS. He is a lion-hearted warrior, who inspires hope",Sun Oct 30 23:23:26 +0000 2016,11110,,27832,FALSE,1
321,Twitter for iPhone,7.93E+17,"Thank you Greeley, CO! REAL change means restoring honesty to the govt. Our plan will END govt. corruption! Watch:… https://t.co/qz5AL7zvp4",Sun Oct 30 23:19:09 +0000 2016,11627,,27255,FALSE,0
322,Twitter for iPhone,7.93E+17,"Thank you Las Vegas, Nevada- I love you! Departing for Greeley, Colorado now. Get out &amp; VOTE! hashtagICYMI- watch here:… https://t.co/uIloPRtEn9",Sun Oct 30 19:05:31 +0000 2016,8325,,22954,FALSE,0
323,Twitter for iPhone,7.93E+17,"See you tomorrow Michigan!

Grand Rapids, MI tomorrow at noon:
https://t.co/xFPRNEPNZ5

Warren, MI tomorrow at 3pm:… https://t.co/UHRTgS88B5",Sun Oct 30 17:58:52 +0000 2016,7869,,20476,FALSE,0
324,Twitter for Android,7.93E+17,"Wow, Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",Sun Oct 30 14:26:30 +0000 2016,35433,,72013,FALSE,1
325,Twitter for Android,7.93E+17,"Hillary and the Dems loved and praised FBI Director Comey just a few days ago. Original evidence was overwhelming, should not have delayed!",Sun Oct 30 14:04:06 +0000 2016,19311,,48647,FALSE,1
326,Twitter for Android,7.93E+17,"We are now leading in many polls, and many of these were taken before the criminal investigation announcement on Friday - great in states!",Sun Oct 30 13:55:06 +0000 2016,21013,,64282,FALSE,1
327,Twitter for iPhone,7.93E+17,"Great day in Colorado &amp; Arizona. Will be in Nevada, Colorado and New Mexico tomorrow - join me!
Tickets:… https://t.co/vMPTsLXsCT",Sun Oct 30 01:36:25 +0000 2016,10770,,26717,FALSE,0
328,Twitter for iPhone,7.93E+17,"THANK YOU Phoenix, Arizona! Time for new POWERFUL leadership. Just imagine what WE can accomplish in our first 100… https://t.co/gqZLLxcenk",Sun Oct 30 01:23:28 +0000 2016,15279,,38794,FALSE,0
329,Twitter for iPhone,7.92E+17,So nice - great Americans outside Trump Tower right now. Thank you! https://t.co/34ATTgICTz,Sat Oct 29 20:02:16 +0000 2016,23085,,60515,FALSE,0
330,Twitter for iPhone,7.92E+17,"Departing Golden, CO. for Arizona now - after an unbelievable rally. Watch here: https://t.co/zNzmWuZPiV
Overflow: https://t.co/93L7JfdmXJ",Sat Oct 29 19:56:49 +0000 2016,9680,,26296,FALSE,0
331,Twitter for iPhone,7.92E+17,hashtagObamacareFail https://t.co/iusXk4n9w7,Sat Oct 29 17:02:04 +0000 2016,11196,,20427,FALSE,0
332,Twitter for iPhone,7.92E+17,"Tomorrow!

Las Vegas, NV- 11a: https://t.co/KluudKImvn
Greeley, CO- 4p: https://t.co/JYimiIbqKB
Albuquerque, NM- 7p: https://t.co/7SCol4vQlM",Sat Oct 29 16:54:54 +0000 2016,6007,,13884,FALSE,0
333,Twitter for Android,7.92E+17,"""atDeplorableCBTP: ""In my mind, hashtagDonaldTrump is the only way out of this mess."" - hashtagPhilRobertson of TV's hashtagDuckDynasty""   Thank you Phil!",Sat Oct 29 15:37:26 +0000 2016,11676,,30907,FALSE,1
334,Twitter for Android,7.92E+17,I am in Colorado - big day planned - but nothing can be as big as yesterday!,Sat Oct 29 13:08:22 +0000 2016,12505,,42873,FALSE,1
335,Twitter for iPhone,7.92E+17,"Join me in Colorado at 12pm tomorrow - or Arizona at 3pm!

TICKETS:
Golden: https://t.co/Eix7SspO2Z
Phoenix:… https://t.co/pheYCksxq0",Sat Oct 29 04:11:17 +0000 2016,8391,,20190,FALSE,0
336,Twitter for iPhone,7.92E+17,"Thank you Maine, New Hampshire and Iowa. The waiting is OVER! The time for change is NOW! We are going to… https://t.co/HVPjw6qeQ2",Sat Oct 29 04:04:25 +0000 2016,13020,,33780,FALSE,0
337,Twitter for Android,7.92E+17,"""atpiersmorgan: BOMBSHELL: FBI reopening its investigation into HillaryClinton's email server after new discovery!",Sat Oct 29 01:30:55 +0000 2016,15319,,42330,FALSE,1
338,Twitter for Android,7.92E+17,Just landed in Iowa - speaking soon!,Sat Oct 29 01:28:46 +0000 2016,6283,,25021,FALSE,1
339,Twitter for iPhone,7.92E+17,We must not let hashtagCrookedHillary take her CRIMINAL SCHEME into the Oval Office. hashtagDrainTheSwamp https://t.co/GtPkj4xIz6,Fri Oct 28 19:20:22 +0000 2016,26231,,54473,FALSE,0
340,Twitter for iPhone,7.92E+17,"Just out: Neera Tanden, Hillary Clinton adviser said, “Israel is depressing.” I think Israel is inspiring!",Fri Oct 28 17:24:08 +0000 2016,15267,,37860,FALSE,0
341,Twitter for Android,7.92E+17,Heading to New Hampshire. Will be talking about the disaster known as ObamaCare!,Fri Oct 28 17:04:59 +0000 2016,7680,,25567,FALSE,1
342,Twitter for iPhone,7.92E+17,"If my people said the things about me that Podesta &amp; Hillary's people said about her, I would fire them out of self respect. ""Bad instincts""",Fri Oct 28 15:53:19 +0000 2016,17761,,48926,FALSE,0
343,Twitter for iPhone,7.92E+17,"Join me tonight in Cedar Rapids, Iowa at 7pm: https://t.co/QWaEJpR79n

Phoenix, Arizona tomorrow night at 3pm: https://t.co/0LjE9qbNLh",Fri Oct 28 15:39:01 +0000 2016,5619,,14155,FALSE,0
344,Twitter for Android,7.92E+17,"""atJmoschetti1363: atJohnatsrs1949 FBI must be outraged that their hands r tied she has no regard or t secret service, FBI, or (Dallas)police""",Fri Oct 28 15:27:05 +0000 2016,8152,,19933,FALSE,1
345,Twitter for iPhone,7.92E+17,"Thank you Geneva, Ohio. 
If I am elected President, I am going to keep RADICAL ISLAMIC TERRORISTS OUT of our countr… https://t.co/a7t5QN2iqW",Fri Oct 28 01:47:08 +0000 2016,16793,,42623,FALSE,0
346,Twitter for iPhone,7.92E+17,"Join atTeamTrump on Facebook &amp; watch tonight's rally from Geneva, Ohio- our 3rd rally of the day. hashtagAmericaFirst hashtagMAGA https://t.co/ZqJmf4QcwH",Fri Oct 28 00:14:46 +0000 2016,6330,,16056,FALSE,0
347,Twitter for iPad,7.92E+17,Crooked Hillary launched her political career by letting terrorists off the hook. hashtagDrainTheSwamp… https://t.co/BLMkZQ8svK,Thu Oct 27 22:37:22 +0000 2016,16465,,27431,FALSE,0
348,Twitter for Android,7.92E+17,"""atKeithRowland: People in Arizona just got a taste of Obamacare with a 116% increase in premiums. atrealDonaldTrump"" Repeal and replace!",Thu Oct 27 22:27:20 +0000 2016,14782,,29125,FALSE,1
349,Twitter for Android,7.92E+17,I will be interviewed on atoreillyfactor tonight at 8:00 P.M. Enjoy!,Thu Oct 27 22:23:56 +0000 2016,5894,,18555,FALSE,1
350,Twitter for iPhone,7.92E+17,"I delivered a speech in Charlotte, North Carolina yesterday. I appreciate all of the feedback &amp; support. Lets hashtagMAGA… https://t.co/aI2HtiRUzr",Thu Oct 27 22:05:00 +0000 2016,13708,,29548,FALSE,0
351,Twitter for iPhone,7.92E+17,"Join me live in Toledo, Ohio. Time to hashtagDrainTheSwamp &amp; hashtagMAGA!
https://t.co/NU39Mmlh1T",Thu Oct 27 21:07:48 +0000 2016,4459,,12942,FALSE,0
352,Twitter for iPhone,7.92E+17,"Join me in Cedar Rapids, Iowa tomorrow at 7:00pm! hashtagMAGA
https://t.co/QWaEJpzvKN https://t.co/CniHGkjp0v",Thu Oct 27 21:02:09 +0000 2016,5054,,12970,FALSE,0
353,Twitter for iPhone,7.92E+17,"hashtagICYMI: I agree- To all Americans, I see you &amp; I hear you. I am your voice. Vote to hashtagDrainTheSwamp with me on 11/8.… https://t.co/P2edj2MoXy",Thu Oct 27 20:27:44 +0000 2016,15037,,31379,FALSE,0
354,Twitter for iPhone,7.92E+17,"Thank you Springfield, Ohio. Get out and hashtagVoteTrumpPence16!
hashtagICYMI - watch here: https://t.co/dEoXV6oS3b… https://t.co/RNgCUUqO4X",Thu Oct 27 19:26:05 +0000 2016,7306,,17323,FALSE,0
355,Twitter for iPhone,7.92E+17,"Join me live in Springfield, Ohio!
https://t.co/LREA7WRmOx",Thu Oct 27 17:45:20 +0000 2016,4454,,12618,FALSE,0
356,Twitter for iPhone,7.92E+17,"Inside ‘Bill Clinton Inc.’: Hacked memo reveals intersection of charity and personal income. hashtagDrainTheSwamp!
https://t.co/UfDVzeSDfd",Thu Oct 27 14:49:59 +0000 2016,13148,,21471,FALSE,0
357,Twitter for iPhone,7.92E+17,"JOIN ME! hashtagMAGA
TODAY:
Springfield, OH 
Toledo, OH 
Geneva, OH 
FRIDAY:
Manchester, NH 
Lisbon, ME 
Cedar Rapids, IA
https://t.co/kv624y9UOm",Thu Oct 27 14:44:46 +0000 2016,7231,,17528,FALSE,0
358,Twitter for iPhone,7.92E+17,"I agree, atMMFlint- To all Americans, I see you &amp; I hear you. I am your voice. Vote to hashtagDrainTheSwamp w/ me on 11/8. https://t.co/D7nBwkogBb",Thu Oct 27 14:32:59 +0000 2016,11854,,24562,FALSE,0
359,Twitter for iPhone,7.92E+17,"""Clinton Foundation’s Fundraisers Pressed Donors to Steer Business to Former President""
https://t.co/PlFILR6JCn",Thu Oct 27 14:12:42 +0000 2016,9239,,15416,FALSE,0
360,Twitter for iPhone,7.92E+17,"Ron Fournier: ""Clinton Used Secret Server To Protect hashtagCircleOfEnrichment”
https://t.co/4OGP3tPxyp",Thu Oct 27 14:10:38 +0000 2016,8579,,15000,FALSE,0
361,Twitter for iPhone,7.92E+17,"'WikiLeaks Drip-Drop Releases Prove One Thing: There's No Nov. 8 Deadline on Clinton's Dishonesty and Scandals'
https://t.co/MfRy3Nvd4F",Thu Oct 27 14:08:15 +0000 2016,12505,,23293,FALSE,0
362,Twitter for Android,7.92E+17,A lot of call-ins about vote flipping at the voting booths in Texas. People are not happy. BIG lines. What is going on?,Thu Oct 27 13:01:12 +0000 2016,19800,,40090,FALSE,1
363,Twitter for iPhone,7.92E+17,"Obamacare is a disaster. We must REPEAL &amp; REPLACE. Tired of the lies, and want to hashtagDrainTheSwamp? Get out &amp; VOTE… https://t.co/jOelj829Pg",Thu Oct 27 12:17:57 +0000 2016,14764,,30570,FALSE,0
364,Twitter for iPhone,7.91E+17,"Beautiful evening in Kinston, North Carolina - thank you! Get out and VOTE!! You can watch tonight's rally here:… https://t.co/x7wtERl55d",Thu Oct 27 01:57:51 +0000 2016,9906,,25510,FALSE,0
365,Twitter for iPhone,7.91E+17,"Thank you Charlotte, North Carolina. Great afternoon! hashtagICYMI - I delivered a speech on urban renewal. Full speech:… https://t.co/ga6DQZrIR0",Thu Oct 27 01:52:45 +0000 2016,10702,,26373,FALSE,0
366,Twitter for iPad,7.91E+17,Hillary said she was under sniper fire (while surrounded by USSS.) Turned out to be a total lie. She is not fit to… https://t.co/hBIrGj21l6,Wed Oct 26 21:59:15 +0000 2016,36861,,69489,FALSE,0
367,Twitter for iPhone,7.91E+17,"JOIN ME IN OHIO TOMORROW!
Springfield-1pm:
https://t.co/YcbpSigtva

Toledo-4pm:
https://t.co/BOJH0l1CZz

Geneva-7pm… https://t.co/7qbIRel33u",Wed Oct 26 18:49:49 +0000 2016,8265,,17845,FALSE,0
368,Twitter for Android,7.91E+17,REPEAL AND REPLACE OBAMACARE!,Wed Oct 26 11:02:53 +0000 2016,19861,,54161,FALSE,1
369,Twitter for iPhone,7.91E+17,"Thank you Tallahassee, Florida! A beautiful evening with the MOVEMENT! Get out &amp; VOTE!
hashtagICYMI- watch here: https://t.co/GDKhwrCa9R",Tue Oct 25 23:31:58 +0000 2016,9849,,25338,FALSE,0
370,Twitter for iPhone,7.91E+17,"Thank you Sanford, Florida. Get out &amp; VOTE hashtagTrumpPence16! hashtagICYMI- watch this afternoons rally here:… https://t.co/zVXrScClfd",Tue Oct 25 22:28:43 +0000 2016,10167,,24738,FALSE,0
371,Twitter for iPhone,7.91E+17,"REPEAL AND REPLACE!!! 
hashtagObamaCareInThreeWords",Tue Oct 25 22:01:50 +0000 2016,16697,,38530,FALSE,0
372,Twitter for iPhone,7.91E+17,I have met &amp; spent a lot of time with families at The Remembrance Project. I will fight for them everyday!… https://t.co/Ot6vQGqVW0,Tue Oct 25 21:54:05 +0000 2016,12475,,27469,FALSE,0
373,Twitter for iPhone,7.91E+17,"Get your ballots in Colorado - I will see you soon -- and we will win!
hashtagMakeAmericaGreatAgain https://t.co/oDLvZg7MLk",Tue Oct 25 21:36:51 +0000 2016,8890,,22353,FALSE,0
374,Twitter for iPhone,7.91E+17,"Obama Warned Of Rigged Elections In 2008.' Time to hashtagDrainTheSwamp
https://t.co/AkczH8l0FJ https://t.co/7mIkwAHTuV",Tue Oct 25 21:03:40 +0000 2016,15680,,25680,FALSE,0
375,Twitter for iPhone,7.91E+17,"Obamacare is a disaster. Rates going through the sky - ready to explode. I will fix it. Hillary can't!
hashtagObamacareFailed",Tue Oct 25 20:43:45 +0000 2016,13020,,32629,FALSE,0
376,Twitter for iPhone,7.91E+17,Truly honored to receive the first ever presidential endorsement from the Bay of Pigs Veterans Association. hashtagMAGA… https://t.co/aRdlFkVjAx,Tue Oct 25 18:27:06 +0000 2016,19790,,49003,FALSE,0
377,Twitter for iPhone,7.91E+17,"Obamacare is a disaster - as I've been saying from the beginning. Time to repeal &amp; replace! 
hashtagObamacareFail https://t.co/5CvoMbVceT",Tue Oct 25 16:20:43 +0000 2016,17024,,31293,FALSE,0
378,Twitter for iPhone,7.91E+17,hashtagObamacareFail https://t.co/90Aixp25Oc,Tue Oct 25 16:10:59 +0000 2016,11896,,20880,FALSE,0
379,Twitter for iPhone,7.91E+17,"Obamacare is a disaster! Time to repeal &amp; replace! hashtagObamacareFail 
https://t.co/xDPhVczf1g",Tue Oct 25 15:22:35 +0000 2016,7873,,17104,FALSE,0
380,Twitter for iPhone,7.91E+17,hashtagObamacareFail https://t.co/5Zvsys8j5w,Tue Oct 25 15:21:37 +0000 2016,7069,,14513,FALSE,0
381,Twitter for iPhone,7.91E+17,hashtagObamacareFail https://t.co/Mb0YW1rg6g,Tue Oct 25 15:20:18 +0000 2016,12416,,23025,FALSE,0
382,Twitter for iPhone,7.91E+17,Get out and vote! I am your voice and I will fight for you! We will make America great again! https://t.co/XXvLRlhSaz,Tue Oct 25 14:44:51 +0000 2016,13016,,27874,FALSE,0
383,Twitter for iPhone,7.91E+17,"Key Obamacare premiums to jump 25% next year:
https://t.co/TCdHEdPQDG",Tue Oct 25 14:39:09 +0000 2016,8167,,14285,FALSE,0
384,Twitter for iPhone,7.91E+17,hashtagObamacare premiums are about to SKYROCKET --- again. Crooked H will only make it worse. We will repeal &amp; replace! https://t.co/fY1REYV4rK,Tue Oct 25 14:33:57 +0000 2016,9260,,17542,FALSE,0
385,Twitter for iPhone,7.91E+17,"As election looms, some bad news for Clinton, Democrats:
https://t.co/7aWWVQPjTo",Tue Oct 25 14:31:19 +0000 2016,8356,,15699,FALSE,0
386,Twitter for iPhone,7.91E+17,"Record crowd in Tampa, Florida- thank you! We will WIN FLORIDA, hashtagDrainTheSwamp in Washington D.C. and MAKE AMERICA… https://t.co/IpSUYnXcp6",Tue Oct 25 01:43:26 +0000 2016,15309,,34493,FALSE,0
387,Twitter for iPhone,7.91E+17,Thank you Bobby Bowden for the intro tonight and your support! I hope I can do as well for Florida as you have done! https://t.co/Vx5iltoaXj,Tue Oct 25 01:27:16 +0000 2016,15742,,37822,FALSE,0
388,Twitter for iPhone,7.91E+17,"My contract with the American voter will restore honesty, accountability &amp; CHANGE to Washington! hashtagDrainTheSwamp https://t.co/sbVwctT1Sj",Tue Oct 25 00:33:07 +0000 2016,21582,,40562,FALSE,0
389,Twitter for iPhone,7.91E+17,"Peter Navarro: 'Trump the Bull vs. Clinton the Bear' hashtagDrainTheSwamp 
https://t.co/mQRkfMG80j",Mon Oct 24 21:52:36 +0000 2016,6183,,13641,FALSE,0
390,Twitter for iPhone,7.91E+17,"'Democratic operative caught on camera: Hillary PERSONALLY ordered 'Donald Duck' troll campaign that broke the law'
https://t.co/sTreHAfYUH",Mon Oct 24 21:50:25 +0000 2016,19468,,29788,FALSE,0
391,Twitter for iPhone,7.91E+17,"Join me tomorrow in Sanford or Tallahassee, Florida!

Sanford at 3pm:
https://t.co/PZENw9Kheg

Tallahassee at 6pm:
https://t.co/WKI69e1bqD",Mon Oct 24 21:15:23 +0000 2016,5926,,13806,FALSE,0
392,Twitter for iPhone,7.91E+17,"THANK YOU St. Augustine, Florida! Get out and VOTE! Join the MOVEMENT - and lets hashtagDrainTheSwamp! Off to Tampa now!… https://t.co/zgwqhy2jBX",Mon Oct 24 20:39:38 +0000 2016,11985,,29981,FALSE,0
393,Twitter for iPhone,7.91E+17,"Join me LIVE on my Facebook page in St. Augustine, Florida! Lets hashtagDrainTheSwamp &amp; MAKE AMERICA GREAT AGAIN!… https://t.co/mPzVrcaR9L",Mon Oct 24 19:01:18 +0000 2016,5396,,13803,FALSE,0
394,Twitter for iPhone,7.91E+17,"Honored to receive an endorsement from atSJSOPIO - thank you! Together, we are going to MAKE AMERICA SAFE &amp; GREAT AG… https://t.co/PSTcOei5t1",Mon Oct 24 18:30:43 +0000 2016,10048,,23274,FALSE,0
395,Twitter for iPhone,7.91E+17,'Hillary Clinton Had Gun Control Supporters Planted In Town Hall Audience' https://t.co/1GVq74iW8a,Mon Oct 24 16:37:58 +0000 2016,11458,,18616,FALSE,0
396,Twitter for iPhone,7.91E+17,"Leaving West Palm Beach, Florida now - heading to St. Augustine for a 3pm rally. Will be in Tampa at 7pm - join me:… https://t.co/eLunEQRxZq",Mon Oct 24 16:35:59 +0000 2016,7662,,20044,FALSE,0
397,Twitter for iPhone,7.91E+17,"The Clinton Foundation’s Most Questionable Foreign Donations'
hashtagPayToPlay hashtagDrainTheSwamp
https://t.co/IkeqMRjX5z",Mon Oct 24 16:04:52 +0000 2016,10189,,16778,FALSE,0
398,Twitter for iPhone,7.91E+17,"Departing Farmers Round Table in Boynton Beach, Florida. Get out &amp; VOTE- lets hashtagMAGA! 
EARLY VOTING BY FL. COUNTY:… https://t.co/MgJxNbxRga",Mon Oct 24 15:55:44 +0000 2016,6703,,16155,FALSE,0
399,Twitter for iPhone,7.91E+17,"Get out to VOTE on 11/8/2016- and we will hashtagDrainTheSwamp!
RASMUSSEN NATIONAL 
Trump 43%
Clinton 41% https://t.co/jIOR7Bq816",Mon Oct 24 14:46:16 +0000 2016,15004,,31769,FALSE,0
400,Twitter for iPhone,7.91E+17,We are winning and the press is refusing to report it. Don't let them fool you- get out and vote! hashtagDrainTheSwamp on November 8th!,Mon Oct 24 14:17:35 +0000 2016,22715,,49295,FALSE,0
401,Twitter for iPhone,7.91E+17,Why has nobody asked Kaine about the horrible views emanated on WikiLeaks about Catholics? Media in the tank for Clinton but Trump will win!,Mon Oct 24 13:05:36 +0000 2016,14772,,37266,FALSE,0
402,Twitter for Android,7.91E+17,Major story that the Dems are making up phony polls in order to suppress the the Trump . We are going to WIN!,Mon Oct 24 12:44:29 +0000 2016,18966,,44833,FALSE,1
403,Twitter for Android,7.91E+17,"Wow, just came out on secret tape that Crooked Hillary wants to take in as many Syrians as possible. We cannot let this happen - ISIS!",Mon Oct 24 12:00:02 +0000 2016,25812,,54253,FALSE,1
404,Twitter for iPhone,7.90E+17,'Clinton Ally Aided Campaign of FBI Official’s Wife' https://t.co/U0w99gfyKE,Mon Oct 24 02:25:05 +0000 2016,12972,,20245,FALSE,0
405,Twitter for iPhone,7.90E+17,"Clinton Charity Got Up To $56 Million From Nations That Are Anti-Women, Gays' hashtagCrookedHillary
https://t.co/eHsuBdi8XM",Mon Oct 24 00:07:47 +0000 2016,16967,,24992,FALSE,0
406,Twitter for iPhone,7.90E+17,"Thank you Naples, Florida! Get out and VOTE hashtagTrumpPence16 on 11/8. 
Lets hashtagMakeAmericaGreatAgain! 
Full Naples rally… https://t.co/5ZbteSJ00K",Mon Oct 24 00:05:36 +0000 2016,11078,,26357,FALSE,0
407,Twitter for Android,7.90E+17,The attack on Mosul is turning out to be a total disaster. We gave them months of notice. U.S. is looking so dumb. VOTE TRUMP and WIN AGAIN!,Sun Oct 23 23:40:14 +0000 2016,16269,,41150,FALSE,1
408,Twitter for iPhone,7.90E+17,hashtagCrookedHillary hashtagPayToPlay https://t.co/BT1Nv0ZMYg,Sun Oct 23 19:08:42 +0000 2016,16321,,27190,FALSE,0
409,Twitter for iPhone,7.90E+17,"Join me in Naples, Florida this evening at 6:00pm! Tickets: https://t.co/Oax06JVzv1 https://t.co/g9LBxI1dJ8",Sun Oct 23 17:56:43 +0000 2016,6349,,17147,FALSE,0
410,Twitter for iPhone,7.90E+17,Remember - get out on November 8th &amp; VOTE hashtagTrumpPence16. It is time to hashtagDrainTheSwamp -- this is our last chance! https://t.co/bnGcJUt7UL,Sun Oct 23 16:34:32 +0000 2016,11424,,24085,FALSE,0
411,Twitter for iPhone,7.90E+17,"Former Prosecutor: The Clintons Are So Corrupt, Everything ‘They Touch Turns To Molten Lead’ 
https://t.co/5Eyfi092vn",Sun Oct 23 16:30:03 +0000 2016,11903,,22537,FALSE,0
412,Twitter for iPhone,7.90E+17,"Thank you Las Vegas Review Journal! 
EDITORIAL: 'Donald Trump for president' https://t.co/uH5GH7Bhe0 via atreviewjournal",Sun Oct 23 16:23:50 +0000 2016,9191,,19939,FALSE,0
413,Twitter for Android,7.90E+17,"Well, Iran has done it again. Taken two of our people and asking for a fortune for their release. This doesn't happen if I'm president!",Sun Oct 23 14:04:01 +0000 2016,25671,,59126,FALSE,1
414,Twitter for Android,7.90E+17,"""If you can't run your own house you certainly can't run the White House"" A statement made by Mrs. Obama about Crooked Hillary Clinton",Sun Oct 23 12:53:51 +0000 2016,25716,,58853,FALSE,1
415,Twitter for iPhone,7.90E+17,"Thank you for the massive turnout tonight- Cleveland, Ohio! Get out &amp; VOTE hashtagTrumpPence16 on 11/8.
Watch rally here:… https://t.co/XuJZeJwSGk",Sun Oct 23 03:00:32 +0000 2016,14505,,35965,FALSE,0
416,Twitter for iPhone,7.90E+17,"WikiLeaks: 'Clinton-Kaine Even Lied About Timing of Veep Pick'
https://t.co/e1NVdpSfNr",Sun Oct 23 02:26:32 +0000 2016,12215,,21351,FALSE,0
417,Twitter for iPhone,7.90E+17,"'Trump lays out policies for first 100 days in White House'
https://t.co/OrwOIFJuSz",Sun Oct 23 02:21:32 +0000 2016,11983,,25273,FALSE,0
418,Twitter for iPhone,7.90E+17,"'Huma Abedin told Clinton her secret email account caused problems'
https://t.co/i4zN2QzKnf",Sun Oct 23 02:05:01 +0000 2016,11734,,19967,FALSE,0
419,Twitter for iPhone,7.90E+17,"Just arrived in Cleveland, Ohio- join Governor atMike_Pence and I now, LIVE via: https://t.co/SS58ChFTNy",Sat Oct 22 23:08:25 +0000 2016,6387,,17045,FALSE,0
420,Twitter for iPhone,7.90E+17,"Hillary Clinton: 'Architect of failure'
hashtagDrainTheSwamp hashtagCrookedHillary
https://t.co/b5HqsGrc7N",Sat Oct 22 21:34:44 +0000 2016,10278,,19786,FALSE,0
421,Twitter for iPhone,7.90E+17,"Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio.… https://t.co/CN3sdX5ft1",Sat Oct 22 21:09:56 +0000 2016,9585,,25396,FALSE,0
422,Twitter for iPhone,7.90E+17,"In order to hashtagDrainTheSwamp &amp; create a new GOVERNMENT of, by, &amp; for the PEOPLE, I need your VOTE! Go to https://t.co/HfihPERFgZ- LET'S hashtagMAGA!",Sat Oct 22 19:54:40 +0000 2016,12312,,26379,FALSE,0
423,Twitter for iPhone,7.90E+17,Today I introduced my Contract with the American Voter - our economy will be STRONG &amp; our people will be SAFE.… https://t.co/Sa6XUfueU4,Sat Oct 22 18:40:31 +0000 2016,14916,,32323,FALSE,0
424,Twitter for iPhone,7.90E+17,Change has to come from outside our very broken system. hashtagMAGA https://t.co/OH9Lvo3R7K,Sat Oct 22 18:18:43 +0000 2016,14051,,32198,FALSE,0
425,Twitter for iPhone,7.90E+17,"Crooked Hillary Clinton Tops Middle East Forum’s ‘Islamist Money List'
https://t.co/JC25rNtx6G",Sat Oct 22 17:54:11 +0000 2016,9788,,16993,FALSE,0
426,Twitter for iPhone,7.90E+17,"Thank you Gettysburg, Pennsylvania! hashtagDrainTheSwamp https://t.co/jWgLcxDji7",Sat Oct 22 17:49:56 +0000 2016,9831,,23079,FALSE,0
427,Twitter for iPhone,7.90E+17,"Landing in Pennsylvania now. Great new poll this morning, thank you. Lets hashtagDrainTheSwamp and hashtagMakeAmericaGreatAgain… https://t.co/BV2RFavG84",Sat Oct 22 14:20:56 +0000 2016,15019,,35331,FALSE,0
428,Twitter for iPhone,7.90E+17,"Will be in Cleveland, Ohio w/ atmike_pence tonight- join us: https://t.co/hre7FofPxQ

Naples, Florida-tomorrow at 6pm: https://t.co/Oax06JVzv1",Sat Oct 22 14:01:18 +0000 2016,5916,,15035,FALSE,0
429,Twitter for Android,7.90E+17,"""atAZTRUMPTRAIN: I hashtagVoted for DonaldTrump! hashtagArizona ? hashtagEconomy hashtagImmigration hashtagJobs hashtagVeterans hashtagBorderControl hashtagTrade… https://t.co/0BJk9BwkfW""",Sat Oct 22 11:37:58 +0000 2016,6108,,15610,FALSE,1
430,Twitter for Android,7.90E+17,"""atjensen4law: Best way to pay Hillary back for what she did to atBernieSanders hashtagDNCleak is a DonaldTrump LANDSLIDE https://t.co/Ha8o5wCyGh""",Sat Oct 22 11:35:18 +0000 2016,14093,,25404,FALSE,1
431,Twitter for Android,7.90E+17,The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,Sat Oct 22 03:33:54 +0000 2016,23733,,63178,FALSE,1
432,Twitter for Android,7.90E+17,"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!",Sat Oct 22 03:23:34 +0000 2016,11104,,36589,FALSE,1
